id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365
34801106,Private Lrg bedroom shared aprtmnt 12mins from NYC,217484432,Dion,Queens,Ditmars Steinway,40.7754,-73.90787,Private room,115,1,2,5/19/2019,1.15,304
33800548,"Entire  Apartment in Flushing , Queens.",96219565,Carlyn,Queens,Flushing,40.75908,-73.80845,Entire home/apt,115,3,2,6/30/2019,2,360
32008547,PRIVATE APARTMENT BUSINESS FRIENDLY,16782573,Dorina,Queens,Middle Village,40.71515,-73.88392,Entire home/apt,115,4,2,3/9/2019,0.44,314
20230778,Cute and Spacious Studio in the Heart of Flushing,30852228,Sarah,Queens,Flushing,40.755,-73.82333,Entire home/apt,120,1,2,8/29/2017,0.09,0
35023313,Joyful,263843486,Joe,Queens,Richmond Hill,40.70053,-73.82372,Entire home/apt,120,2,2,7/5/2019,2,336
23582823,Cozy and charming 01 bedroom studio,4436365,Marcelo,Queens,Woodside,40.75524,-73.90768,Entire home/apt,120,3,2,6/4/2019,1.5,180
27781325,"Private house in Queens, 10 minutes from JFK.",4668357,Angie,Queens,Jamaica,40.68479,-73.77606,Entire home/apt,125,1,2,10/28/2018,0.22,0
29738053,"Room near JFK, good for Cancellations and Delays!",217652530,Portia,Queens,Jamaica,40.67233,-73.77751,Private room,125,1,2,4/13/2019,0.32,253
8904076,Forest Hills 3 Bedroom Apartment,46574350,Sean,Queens,Forest Hills,40.71372,-73.83693,Entire home/apt,125,1,2,8/10/2016,0.05,0
35610163,Charming Modern Entire One Bedroom!,267902045,Maiya,Queens,Elmhurst,40.74696,-73.87104,Entire home/apt,130,1,2,6/30/2019,2,148
4137756,Gorgeous Newly-Renovated Apt,3145112,Emma,Queens,Ridgewood,40.70293,-73.90771,Entire home/apt,130,7,2,1/7/2016,0.03,0
21244035,Hillside Hotel,134184451,Hillside Hotel,Queens,Jamaica,40.70319,-73.8141,Private room,135,1,2,6/10/2018,0.09,365
18485922,Large & Cozy One-Bedroom Apartment in Queens,12700569,Mikanny,Queens,Jackson Heights,40.75292,-73.88129,Entire home/apt,135,6,2,1/2/2019,0.11,195
6522938,COZY HOUSE 10 MINS FROM LA GUARDIA!,34113764,Nick,Queens,Ditmars Steinway,40.77086,-73.89578,Entire home/apt,140,3,2,6/15/2019,1.33,363
34401906,New York Modern Apartment,34075689,Zhen Zhen,Queens,Maspeth,40.72167,-73.90095,Entire home/apt,145,7,2,5/29/2019,1.22,38
13556488,sunny room one block from the beach,22591516,Laura,Queens,Arverne,40.58928,-73.79531,Private room,150,1,2,8/22/2016,0.05,0
20155864,"New house in Rockaway Beach, NYC!",519720,Anna,Queens,Arverne,40.59425,-73.79506,Entire home/apt,150,2,2,3/11/2019,0.09,309
35097415,2-bedroom Queens apartment with backyard,2883347,Paul,Queens,Glendale,40.70506,-73.87073,Entire home/apt,150,2,2,6/23/2019,2,45
7714405,"Ideal Apt for US Tennis Open, 2BR",40527701,Christine,Queens,Elmhurst,40.73726,-73.88065,Entire home/apt,150,2,2,8/17/2015,0.04,0
31000866,Beautiful apartment in Elmhurst,129124146,KImberly,Queens,Elmhurst,40.73399,-73.87351,Entire home/apt,150,3,2,5/3/2019,0.78,107
30706271,Giant Duplex with Backyard 20 Mins to Manhattan!,10045509,Rebecca,Queens,Ditmars Steinway,40.77315,-73.9075,Entire home/apt,150,5,2,4/2/2019,0.32,0
26136583,Newly Renovated Cozy Apartment,6171984,Deanna,Queens,Woodside,40.74789,-73.89752,Entire home/apt,156,1,2,7/5/2018,0.16,0
19174546,"Spacious, Sunny 1 Bedroom",6060075,Ninja,Queens,Kew Gardens Hills,40.7249,-73.82249,Entire home/apt,159,3,2,11/29/2017,0.08,0
21312595,Hillside Hotel,134184451,Hillside Hotel,Queens,Briarwood,40.70475,-73.81572,Private room,165,1,2,1/1/2018,0.09,355
1147524,3br family-friendly Astoria house,244071,Litza,Queens,Ditmars Steinway,40.77755,-73.90599,Entire home/apt,175,7,2,7/12/2014,0.03,8
27059505,Great Cozy Apartment.,10120673,Alexo & JC,Queens,Jackson Heights,40.75017,-73.89219,Entire home/apt,180,5,2,4/30/2019,0.21,363
19799021,Convenient 3 Bedroom w/ Large Terrace in Flushing,5962328,Alan,Queens,Flushing,40.7602,-73.82324,Entire home/apt,180,30,2,6/9/2019,0.12,320
18805588,Downtown Flushing Penthouse with a Stunning View,5962328,Alan,Queens,Flushing,40.75872,-73.82174,Entire home/apt,183,30,2,10/13/2018,0.19,365
34665010,Entire Newly Renovated 2 Bedroom Private Home,52577963,Mark,Queens,Woodhaven,40.69101,-73.8486,Entire home/apt,199,5,2,6/29/2019,1.2,338
28340434,Queens house bedroom 4,213111794,Desmond,Queens,Springfield Gardens,40.66556,-73.75735,Private room,200,1,2,12/15/2018,0.22,179
34981452,The Sahara,10415735,Angie,Queens,Howard Beach,40.66162,-73.85598,Entire home/apt,200,1,2,6/24/2019,2,365
35251947,Light-Filled Apartment with Beach Views,248880851,Sam,Queens,Rockaway Beach,40.58485,-73.81482,Entire home/apt,200,2,2,7/6/2019,2,152
35520721,A Treasure by The Water,26543881,Walt & Daisy,Queens,Rockaway Beach,40.58447,-73.81704,Entire home/apt,200,3,2,6/30/2019,2,261
34260123,"3BR Apartment in Bushwick, 1 min to Train!",258682005,Terly,Queens,Ridgewood,40.69526,-73.90263,Entire home/apt,210,7,2,5/26/2019,1.13,142
26200249,ALIA’S  Place -JFK- 7 mins- walk to subway & buses,102410496,Alisha,Queens,Richmond Hill,40.6964,-73.82837,Entire home/apt,215,2,2,8/5/2018,0.16,360
12039894,NY Queens Penthouse HOME with Patio,34861728,Iris,Queens,Kew Gardens,40.70764,-73.83116,Entire home/apt,219,9,2,1/3/2019,0.22,273
35945823,PLUSH RENOVATED APARTMENT CLOSE TO MANHATTAN!,269818817,Mark,Queens,Ridgewood,40.7032,-73.89571,Entire home/apt,220,4,2,7/8/2019,2,146
18770418,LARGE 3 BEDROOMS UP  9 People 15 MIN TO MANHATTAN,30237517,David,Queens,Forest Hills,40.73437,-73.85227,Entire home/apt,238,3,2,3/31/2019,0.09,188
34976973,JFK park view,245457246,Nurul,Queens,South Ozone Park,40.67101,-73.78943,Entire home/apt,248,2,2,6/23/2019,1.3,354
28215216,Queens House bedroom 1,213111794,Desmond,Queens,Cambria Heights,40.6844,-73.74601,Private room,250,1,2,10/8/2018,0.2,365
35376476,Corona's Gem,266316634,Francisco,Queens,Jackson Heights,40.75755,-73.86199,Entire home/apt,250,2,2,6/30/2019,2,338
34446664,Home away from home,260038086,Kimberly,Queens,Laurelton,40.6688,-73.74384,Entire home/apt,254,3,2,6/3/2019,1.46,24
28270500,REGO PARK HOUSE NEXT TO ALL,67376966,Lucky,Queens,Rego Park,40.73095,-73.85706,Entire home/apt,268,2,2,5/20/2019,0.76,5
33521985,"Kings palace close to jfk, Belmont track  & casino",160940380,Adeola,Queens,St. Albans,40.69967,-73.75026,Entire home/apt,600,2,2,6/23/2019,1.58,332
31053045,Sleeper shared rm on subway bronx zoo 30m2NYC,1532337,Monica,Bronx,Van Nest,40.84087,-73.8699,Shared room,20,10,3,7/1/2019,0.68,25
22125138,New York room,161638092,Sergio,Bronx,Belmont,40.85828,-73.88559,Private room,30,1,3,1/8/2018,0.16,0
33533803,Feel free and at home In  my cozy apartment.,167949895,W. Jesse,Bronx,Kingsbridge,40.86313,-73.90183,Shared room,35,1,3,4/6/2019,0.94,0
33366167,Room in Wonderful and Secure Private House,43330303,Cristian,Bronx,Fordham,40.85394,-73.89641,Private room,35,5,3,7/2/2019,1.2,62
28872377,Prolonged Traveler's Dream (a month first & more),32164030,Ikkyukim,Bronx,Hunts Point,40.81377,-73.88933,Private room,40,30,3,4/7/2019,0.36,321
33337280,Private room in gated community: walk to ferry!,97328229,Jaime,Bronx,Clason Point,40.80771,-73.85204,Private room,46,2,3,6/30/2019,1.13,179
16336636,River View Apartment in the Bronx,91320722,Germaine,Bronx,Kingsbridge,40.86605,-73.90694,Entire home/apt,47,26,3,8/23/2018,0.16,37
31002413,Riverdale private room,231459188,Viktoria,Bronx,Fieldston,40.88796,-73.90473,Private room,49,1,3,1/5/2019,0.45,0
35263825,Lush apartment with space and charm.,90817506,Mark,Bronx,Mott Haven,40.81203,-73.90779,Private room,50,2,3,6/30/2019,3,8
28369910,Semi Private Bedroom,214190693,Samantha,Bronx,Fordham,40.85536,-73.90242,Shared room,55,1,3,2/23/2019,0.31,83
18897901,Doll private room,17766289,Kaila,Bronx,Kingsbridge,40.86707,-73.90712,Private room,55,5,3,1/6/2018,0.12,364
16273526,Home away for the holidays!,407407,Calixto,Bronx,Norwood,40.87372,-73.88625,Private room,60,2,3,12/25/2017,0.1,364
33214803,Spacious/Comfortable Close to Yankee Stadium/City,11379822,Danny,Bronx,Mount Hope,40.84672,-73.90411,Private room,63,1,3,5/7/2019,0.94,167
27782761,Best of both world  city and safety easy to get,15486514,Nathan,Bronx,Parkchester,40.83581,-73.85864,Private room,65,2,3,12/2/2018,0.29,0
35035202,"Bronx, Little Italy, Arthur Ave, Fordham, Yanks.",256683560,Jorge,Bronx,Belmont,40.85539,-73.88769,Private room,69,1,3,6/30/2019,3,359
18852919,THE PERFECT QUIET ATMOSPHERE  WHEN HOME,129890157,Pauline,Bronx,Allerton,40.87063,-73.84896,Private room,70,1,3,6/12/2017,0.12,0
26516462,M2 A cozy well lit room sleeps 2 on  2 single beds,295128,Carol Gloria,Bronx,Clason Point,40.81309,-73.85367,Private room,70,1,3,4/28/2019,0.47,360
18240632,Bronx Apartment,64425305,Posh,Bronx,Baychester,40.87372,-73.84065,Private room,75,1,3,6/5/2017,0.11,129
28959854,1 BR /stove /fridge / bath/ living rm 20 mins nyc,16851857,Paul,Bronx,Wakefield,40.89502,-73.85071,Entire home/apt,75,7,3,5/3/2019,0.63,242
8265482,Cozy Private Room Near Bronx Zoo,43583032,Stephanie,Bronx,West Farms,40.84328,-73.88173,Private room,79,1,3,10/8/2018,0.16,179
34753453,Extra room 420friendly & breakfast,218116366,Yankee,Bronx,East Morrisania,40.82831,-73.88746,Private room,80,1,3,7/1/2019,3,89
3839364,"Fabulous Large 1 Bed in Riverdale, Bronx NYC",9332835,Karen,Bronx,Fieldston,40.89022,-73.9039,Entire home/apt,95,14,3,7/5/2019,0.13,0
35058541,"Clean, Cozy, Private Bath &  Bedroom  Apartment",264088176,Cecilia,Bronx,Throgs Neck,40.81869,-73.82233,Entire home/apt,99,2,3,7/5/2019,3,120
29334063,Room in Home with Backyard in Bronx Little Italy,44851966,Joseph,Bronx,Belmont,40.85449,-73.88437,Private room,100,1,3,7/3/2019,1.84,319
32808836,Slice of New York. Enjoy Ethnicity and culture!!,246806787,Xian,Bronx,Williamsbridge,40.88542,-73.86169,Private room,140,2,3,5/5/2019,0.97,365
26957426,Beautiful South Bronx Colonial Townhouse,6738579,Natalie,Bronx,Morrisania,40.83201,-73.89996,Entire home/apt,140,2,3,4/22/2019,0.27,27
29614580,⚡ 3 APT in 1--Large groups Travel & stay together⚡,129222253,Andy,Bronx,Williamsbridge,40.87831,-73.86511,Entire home/apt,350,2,3,6/9/2019,0.41,323
23429757,Peaceful Bushwick Apartment,41105459,Stephanie,Brooklyn,Bushwick,40.69029,-73.90623,Shared room,29,1,3,4/1/2018,0.18,0
28811363,Warm little oasis in Brooklyn with Full size bed,42561290,Carla,Brooklyn,East New York,40.66197,-73.86794,Private room,30,2,3,2/1/2019,0.46,158
22219529,Modern 2-person room near Subway in Bushwick,101970559,Sergii,Brooklyn,Bushwick,40.69476,-73.90545,Shared room,32,30,3,8/31/2018,0.17,365
7224028,Modest and Cute Room in Bushwick Brooklyn!,5998033,Eddie,Brooklyn,Bushwick,40.68929,-73.90484,Private room,36,2,3,7/1/2017,0.06,0
31171380,Clean Affordable  Room #4,20120009,Jannices,Brooklyn,Bushwick,40.68895,-73.9062,Private room,38,1,3,4/23/2019,0.95,6
34478766,Penn room 13,244817841,Aminul,Brooklyn,East New York,40.66983,-73.89411,Private room,38,7,3,6/14/2019,1.7,296
34480144,Penn room 11,244817841,Aminul,Brooklyn,East New York,40.66816,-73.89577,Private room,38,7,3,6/7/2019,1.61,239
32358099,sweet room to relax,236659049,Yesenia,Brooklyn,Bushwick,40.69169,-73.90429,Private room,40,1,3,4/20/2019,0.69,0
32040619,wonderful private room in brooklyn,236659049,Yesenia,Brooklyn,Bushwick,40.69006,-73.90605,Private room,40,1,3,4/9/2019,0.64,0
21978281,Welcome to Brooklyn! Stay in Bed-Stuy!,151777787,Kristina,Brooklyn,Brownsville,40.67528,-73.906,Private room,40,2,3,1/7/2018,0.16,0
22016391,Your own Loft/gallery in Bushwick!,43872938,Shir,Brooklyn,Bushwick,40.69264,-73.90485,Private room,49,4,3,4/9/2018,0.17,0
12326402,Comfy spacious apartment with wi-fi,66513544,Michele,Brooklyn,Brownsville,40.65775,-73.90486,Entire home/apt,49,14,3,11/17/2018,0.08,291
20659824,☺Kinda feels JUST LIKE HOME! ☺ [BEST RATE],142590597,Joica,Brooklyn,East New York,40.67262,-73.87391,Private room,50,1,3,9/3/2018,0.13,179
3867293,Breathtaking Penthouse Skyline Room & 20min to NYC,18260299,Ota,Brooklyn,Bushwick,40.69349,-73.90726,Private room,50,4,3,1/9/2019,0.06,79
21297416,Beautiful Private Room 15 min from JFK Airport,49614264,KaLema,Brooklyn,East New York,40.66071,-73.88858,Private room,52,2,3,3/18/2018,0.15,89
30735839,Comfy & Modern Private Bedroom w/ Bunkbed,230037325,Jay,Brooklyn,Bedford-Stuyvesant,40.67999,-73.90701,Private room,55,1,3,6/23/2019,1.5,163
31370245,Beautiful Room in Brooklyn NY,234930202,Ronnie,Brooklynn,Canarsie,40.63314,-73.89739,Private room,60,1,3,4/8/2019,0.49,86
19428065,"Master Bedroom in a Beautiful, Spacious Home",53480097,Jillian,Brooklynn,Bushwick,40.68683,-73.90733,Private room,60,3,3,10/7/2018,0.23,0
21945556,Cozy Room in Bushwick.,62307584,Mo,Brooklyn,Bushwick,40.68187,-73.90815,Private room,67,30,3,8/13/2018,0.16,179
32401422,"Private Studio for Events, Recording & Exhibitions",155993704,Mariah,Brooklyn,Bushwick,40.68385,-73.90653,Private room,75,1,3,5/26/2019,0.93,364
29098862,Quite room. 15 mins to JFK & 20 mins to Manhattan,219305025,Michael,Brooklyn,Cypress Hills,40.67855,-73.86961,Private room,80,1,3,1/2/2019,0.42,1
32014745,comfortable cozy,229110237,Guy,Brooklyn,East New York,40.66287,-73.88553,Private room,80,2,3,6/23/2019,1.14,363
21280201,The Executive Spacious Cozy Home on the  Block.,152622375,Esther,Brooklyn,East New York,40.66529,-73.88326,Entire home/apt,85,2,3,10/16/2018,0.15,151
5572393,Shared Living and Bathroom Brooklyn Rental,28891151,Kimesha,Brooklyn,East New York,40.66905,-73.88976,Private room,85,2,3,6/9/2019,0.22,353
34502284,Bushwickian Paradise,18263672,Andrew,Brooklyn,Bushwick,40.69243,-73.90741,Entire home/apt,100,2,3,6/16/2019,1.73,35
13556607,Affordable Luxury 1,77134747,Marcus,Brooklyn,Cypress Hills,40.68017,-73.89031,Private room,115,3,3,10/9/2016,0.09,82
34535182,J & G Comfort Cove:  Serenity Queen Room,259776956,Gladwyn,Brooklyn,Canarsie,40.6307,-73.89567,Private room,120,1,3,7/6/2019,1.76,365
28586482,Private room in 2 bdrm apt. Near Gateway Ctr. Mall,26585911,Shola,Brooklyn,East New York,40.66018,-73.86607,Private room,125,1,3,4/7/2019,0.31,281
30437677,Clean apt for 5 close to the city & with free gym,105367031,Miriam,Brooklyn,Bushwick,40.68238,-73.90641,Entire home/apt,125,2,3,7/1/2019,1.11,342
29134543,Cozy Waterfront Space in Brooklyn,217075214,Judyann,Brooklyn,Canarsie,40.64116,-73.88346,Entire home/apt,125,3,3,6/26/2019,0.43,85
34465289,Brand New PRIVATE garden level- Close to airport,20537772,Talia,Brooklyn,Cypress Hills,40.6819,-73.89097,Entire home/apt,135,2,3,6/29/2019,3,43
28129668,Stunning Brand New Apartment 35m to NYC!!!,303926,Kay,Brooklyn,Cypress Hills,40.68287,-73.88578,Entire home/apt,160,2,3,4/21/2019,0.29,167
32424818,Kay's Cozy Getaway,243526828,Kay,Brooklyn,Canarsie,40.63979,-73.89647,Entire home/apt,200,3,3,6/27/2019,1.13,357
34978082,"3 bedroom, 2 baths duplex apt w/all new furniture",164701861,Brenda,Brooklyn,East New York,40.67337,-73.88846,Entire home/apt,225,3,3,6/30/2019,3,136
23766156,TheBlueHouse. EntireHome. BabyGrand. FreeParking.,178266385,Megan,Brooklyn,Cypress Hills,40.68012,-73.89338,Entire home/apt,800,1,3,8/15/2018,0.21,362
12308695,Room in musicians loft/music venue,33049782,Dustin,Brooklyn,Bushwick,40.69084,-73.90314,Private room,,3,3,8/22/2017,0.08,0
9238515,Cozy studio just off Main Street,48017685,Gonzalo,Queens,Flushing,40.7544,-73.82866,Shared room,20,3,3,1/25/2019,0.07,0
33929577,"Couch(sofácama), only women, near LGA & Manhattan",223087887,Jess & Ana,Queens,Corona,40.74086,-73.86618,Shared room,24,1,3,5/12/2019,1.11,332
35415247,CRASH PAD  IN NYC,21216008,Jose,Queens,Jackson Heights,40.75009,-73.87799,Shared room,30,1,3,6/20/2019,3,350
4777166,"Super Clean, Quiet & Spacious Room",24636847,Troy,Queens,Woodhaven,40.69634,-73.8563,Private room,31,3,3,7/11/2018,0.23,0
34753028,Single room (2),255641440,Li,Queens,Flushing,40.76108,-73.80736,Private room,32,1,3,5/26/2019,1.76,285
29943455,Cozy and Nice room in Queens! good subway access!,200239515,Shogo,Queens,Woodside,40.74287,-73.89439,Private room,32,28,3,6/1/2019,0.47,0
8817102,Sunlit Bedroom in Forest Hills Apartment,4430927,Martha,Queens,Forest Hills,40.73122,-73.85302,Private room,32,60,3,12/21/2018,0.08,0
32865017,Quiet Private Room in Heart of Jamaica smoke ok!,141645843,Gedan,Queens,Jamaica,40.681,-73.79592,Private room,33,1,3,5/23/2019,0.74,189
30801068,Spacious bedroom in a quiet commuter town.,137358866,Kazuya,Queens,Woodside,40.74031,-73.89213,Private room,33,30,3,6/15/2019,0.7,236
36101396,7 minutes away from JFK,83974928,Danica,Queens,Laurelton,40.66992,-73.74518,Private room,34,1,3,7/8/2019,3,70
31095373,Private room in a quiet apartment,144124452,Yemi,Queens,Rosedale,40.65433,-73.73638,Private room,35,1,3,6/22/2019,0.47,46
33038003,HOSTEL MY REFUGE PAISA,248654228,Albeiro Y Katalina,Queens,East Elmhurst,40.76362,-73.88163,Private room,35,1,3,6/23/2019,0.78,150
20269743,"Charming Bright Astoria Room, close to Ditmar",68724048,Sol,Queens,Ditmars Steinway,40.77773,-73.90719,Private room,35,1,3,8/15/2017,0.13,0
32620347,2min to SubwayM/R easy commute to Manhattan,43044876,Haruhisa,Queens,Elmhurst,40.73534,-73.87767,Private room,35,29,3,6/1/2019,0.87,2
26898028,"ONE Room ￫￫￫20mins to TimesSQ ☆彡  COZY, COZY, COZY",19303369,Hiroki,Queens,Woodside,40.74296,-73.90328,Private room,39,30,3,7/1/2019,0.29,32
30508185,Cozy private bedroom,228709796,Sujeiry,Queens,Howard Beach,40.66894,-73.85369,Private room,40,1,3,7/6/2019,0.47,20
21326923,Charming Private Bedroom & Bathroom in Flushing,75059797,Christina,Queens,Flushing,40.74652,-73.82873,Private room,40,3,3,7/8/2019,3,66
18888212,"One bedroom, spacious in 3 bedrooms 2 baths",56265076,Andrea,Queens,Kew Gardens Hills,40.7224,-73.81039,Private room,40,6,3,6/3/2019,0.3,89
26900640,Cozy & Bright Room w/ Big Window!!,200239515,Shogo,Queens,Woodside,40.74102,-73.89358,Private room,40,30,3,2/25/2019,0.29,0
26153609,A Historic District Gem in Jackson Heights,196580929,Vivian,Queens,Jackson Heights,40.75228,-73.88699,Private room,42,1,3,7/22/2018,0.25,0
35284472,Cozy bedroom,220159422,Lorand,Queens,Ridgewood,40.70161,-73.90484,Private room,42,2,3,6/8/2019,2.65,0
30795983,City Portal,106667600,Monica,Queens,East Elmhurst,40.75782,-73.8844,Private room,42,10,3,6/2/2019,0.5,326
32717623,Freshly furnished private room - GREAT Location!,242962235,Yuval,Queens,Ridgewood,40.70912,-73.89685,Private room,42,30,3,7/5/2019,0.86,311
35714753,The Jamaica Experience,46662635,DuVall,Queens,Jamaica,40.70477,-73.80335,Entire home/apt,44,1,3,7/3/2019,3,330
31090120,"Elegant & Quiet & Convenient 紐約清雅居,地鐵公車便利,步行3分鐘到超市",56403037,Jane,Queens,Ozone Park,40.68757,-73.85084,Private room,44,1,3,5/30/2019,1.55,119
34051551,"靠近机场,交通购物两便利大房间#1",107272884,Lynn L,Queens,Richmond Hill,40.69441,-73.84659,Private room,45,1,3,6/9/2019,1.43,360
29966514,ChinitaBhost QUEENS,225307360,Cris,Queens,Woodhaven,40.68706,-73.8645,Private room,45,2,3,6/7/2019,1.5,47
36039490,"A clean, comfortable private room near Bowne park",215128544,Sherry,Queens,Flushing,40.76987,-73.80451,Private room,48,1,3,7/4/2019,3,166
30565107,Quiet but close to Main Street.Flushing Chinatown,229309933,Jeniffer,Queens,Flushing,40.76389,-73.82349,Shared room,49,1,3,6/23/2019,0.94,90
35136809,"PRIVATE, NEWLY RENOVATED BEDROOM, 10 MINS FROM JFK",107915864,Mina,Queens,Howard Beach,40.66635,-73.85258,Private room,49,1,3,7/6/2019,2.14,329
35233799,Elmhurst Front Bedroom,219333557,Rafael,Queens,East Elmhurst,40.76251,-73.86722,Private room,49,1,3,6/29/2019,3,0
23488098,Cozy room close to subway,41326856,Jeerathinan,Queens,Elmhurst,40.74505,-73.88148,Private room,49,1,3,1/1/2019,0.19,35
34156769,LOW PRICE! up to 4+ people-Near LGA / JFK AIRPORT,246194760,Noel,Queens,East Elmhurst,40.76021,-73.88301,Private room,49,1,3,6/14/2019,2.14,207
30168118,Comfy private BR for a couple! Near train & mall,137358866,Kazuya,Queens,Woodside,40.74041,-73.89029,Private room,49,30,3,5/31/2019,0.5,195
35739486,Cozy Home in the suburbs,140665873,Rehat,Queens,Jamaica Estates,40.71797,-73.78478,Private room,50,1,3,6/30/2019,3,179
36041377,Newly Renovated 1 BD w/ AC & Netflix in Queens (2),268784513,Amit,Queens,East Elmhurst,40.75755,-73.88199,Private room,50,1,3,7/5/2019,3,359
30470126,Spacious and Cozy Room - Just like Home,162166015,Freddy,Queens,Ridgewood,40.6963,-73.89965,Private room,50,1,3,1/1/2019,0.45,189
8597141,"Private Room, 15min from MANHATTAN",43908809,M&L,Queens,Woodside,40.74921,-73.9037,Private room,50,1,3,6/8/2016,0.07,65
9118958,Nice Room in private house,22420999,Herman,Queens,Richmond Hill,40.69417,-73.83072,Private room,50,2,3,1/7/2018,0.08,346
3747107,Clean+Comfy+Cozy Room in NYC Home,9535767,Nayoung,Queens,Woodside,40.74626,-73.9009,Private room,50,5,3,8/7/2015,0.05,0
27839683,"One bedroom apartment Woodhaven, Queens NY.",210218941,Jason C,Queens,Woodhaven,40.6959,-73.84868,Entire home/apt,51,7,3,6/18/2019,1,2
30518222,Clean & Lovely Couples Room Near Mall & Manhattan,137358866,Kazuya,Queens,Elmhurst,40.73578,-73.88049,Private room,51,30,3,6/1/2019,0.54,246
34126874,suit No.1,257683179,H Ai,Queens,Flushing,40.75139,-73.81328,Private room,55,1,3,6/29/2019,2.81,75
34937986,(B) Private Single Twin Room LGA JFK Manhattan 15m,263053182,Fmny,Queens,Rego Park,40.72718,-73.86541,Private room,55,1,3,6/19/2019,2.57,120
18721845,Home home sweet home,49360262,Leah,Queens,Woodside,40.74204,-73.90639,Private room,55,2,3,5/28/2017,0.12,0
24183293,Queen Twin & Futon Ridgewood/Bushwick w View & Gym,48182426,Emilio,Queens,Ridgewood,40.70077,-73.90793,Private room,58,1,3,4/15/2018,0.2,0
31227033,Cozy Br. 6 mins from JFK/ 35 mins from the city,137017288,Khan,Queens,Jamaica,40.68551,-73.79128,Private room,59,1,3,3/10/2019,0.57,37
33340216,Classic modern bedroom-close to everything,215556105,Kay,Queens,Flushing,40.76734,-73.81789,Private room,60,1,3,5/1/2019,0.96,84
26645876,Lucky Home 像纽约有个温馨的家 安静整洁 Sunshine lovely Comfort,88576580,Anna,Queens,Flushing,40.75607,-73.82212,Private room,60,1,3,8/19/2018,0.28,0
34042173,"Peaceful, fully equipped, home away from home!",257053267,Leanna,Queens,Richmond Hill,40.69622,-73.84634,Private room,60,1,3,7/1/2019,1.76,364
31037068,Entire Basement Apartment near LGA,94380772,Mainul,Queens,East Elmhurst,40.76592,-73.87388,Entire home/apt,60,1,3,7/7/2019,3,50
20689638,LARGE PRIVATE ROOM CLOSE TO MANHATTAN,139357580,Shuly,Queens,Ditmars Steinway,40.77281,-73.90295,Private room,60,1,3,9/15/2017,0.13,129
27693980,Excellent room 20 minutes from Manhattan by train,175182004,Miguel,Queens,Ditmars Steinway,40.77668,-73.90668,Private room,60,1,3,12/28/2018,0.45,40
29928630,Punjabi House,225025900,Jas,Queens,Ditmars Steinway,40.77689,-73.9073,Private room,60,1,3,7/5/2019,2.43,363
15311833,"Ideal vacationing spot for beach lovers, near JFK",97536353,Chadine,Queens,Arverne,40.58929,-73.79441,Private room,60,3,3,6/21/2017,0.1,0
25506360,cozy zen master bedroom minutes from Manhattan.,37322613,Diana,Queens,Woodside,40.74422,-73.90285,Private room,60,3,3,8/27/2018,0.23,0
26238688,Super Cozy Studio Apartment,6141162,Myrto,Queens,Woodside,40.742,-73.89505,Entire home/apt,60,14,3,1/7/2019,0.3,4
30035973,Astoria's Tranquil Home Away From Home,160493366,Kat,Queens,Ditmars Steinway,40.76992,-73.89719,Entire home/apt,62,5,3,5/18/2019,0.76,6
30035973,Astoria's Tranquil Home Away From Home,160493366,Kat,Queens,Ditmars Steinway,40.76992,-73.89719,Entire home/apt,62,5,3,5/18/2019,0.76,6
15194011,Gerrie,95471771,Lynne,Queens,Jamaica,40.67627,-73.77059,Private room,65,1,3,12/30/2018,0.12,179
35458291,Geraldine's  1 BR APT 5 min from JFK,259207391,Pauline,Queens,Jamaica,40.67634,-73.79687,Private room,65,1,3,7/2/2019,3,357
30085665,家庭式雙人房K,225889604,Fiona,Queens,Flushing,40.76506,-73.82757,Private room,65,1,3,5/26/2019,0.42,85
28641288,TOWN HOME ONE,63953718,Chai,Queens,Elmhurst,40.73137,-73.87193,Private room,69,2,3,11/15/2018,0.33,0
34393554,Mini Casa,247013511,Frank,Queens,Jackson Heights,40.75231,-73.8756,Entire home/apt,69,2,3,5/19/2019,1.5,36
33127624,Exclusive home near JFK and Long Island Rail Road.,245002893,Christopher,Queens,Rosedale,40.66875,-73.73627,Private room,70,1,3,6/2/2019,1.11,180
35712515,PAULINE'S PLACE 1 BR APT 5 Min from JFK,259207391,Pauline,Queens,Jamaica,40.67632,-73.79856,Private room,70,1,3,7/1/2019,3,174
29995144,Home away from home 1,115741895,Damian,Queens,St. Albans,40.70275,-73.75043,Private room,70,2,3,4/7/2019,0.4,105
30029651,Home away from home.,115741895,Damian,Queens,St. Albans,40.7008,-73.75121,Private room,70,2,3,5/19/2019,0.4,186
33905074,The Guest House,256032762,The,Queens,Elmhurst,40.73136,-73.87402,Private room,70,2,3,6/17/2019,1.67,0
34400497,An ideal place for your peace of mind,259694336,Joseph,Queens,Springfield Gardens,40.66899,-73.76163,Private room,70,4,3,6/10/2019,1.76,69
23780896,Delnewyorkroom,45845050,Delcio,Queens,Jackson Heights,40.75204,-73.88902,Private room,70,5,3,4/20/2018,0.19,189
517654,Beautiful apt 10 min to Wbrg!,78742,Joni,Queens,Ridgewood,40.70278,-73.90153,Entire home/apt,70,30,3,8/15/2015,0.04,0
